,augments_0,augments_1,augments_2,companion_content_ID,companion_item_ID,companion_skin_ID,companion_species,gold_left,last_round,level,placement,players_eliminated,puuid,time_eliminated,total_damage_to_players,traits_0_name,traits_0_num_units,traits_0_style,traits_0_tier_current,traits_0_tier_total,traits_1_name,traits_1_num_units,traits_1_style,traits_1_tier_current,traits_1_tier_total,traits_2_name,traits_2_num_units,traits_2_style,traits_2_tier_current,traits_2_tier_total,traits_3_name,traits_3_num_units,traits_3_style,traits_3_tier_current,traits_3_tier_total,traits_4_name,traits_4_num_units,traits_4_style,traits_4_tier_current,traits_4_tier_total,traits_5_name,traits_5_num_units,traits_5_style,traits_5_tier_current,traits_5_tier_total,traits_6_name,traits_6_num_units,traits_6_style,traits_6_tier_current,traits_6_tier_total,traits_7_name,traits_7_num_units,traits_7_style,traits_7_tier_current,traits_7_tier_total,traits_8_name,traits_8_num_units,traits_8_style,traits_8_tier_current,traits_8_tier_total,traits_9_name,traits_9_num_units,traits_9_style,traits_9_tier_current,traits_9_tier_total,traits_10_name,traits_10_num_units,traits_10_style,traits_10_tier_current,traits_10_tier_total,traits_11_name,traits_11_num_units,traits_11_style,traits_11_tier_current,traits_11_tier_total,traits_12_name,traits_12_num_units,traits_12_style,traits_12_tier_current,traits_12_tier_total,units_0_character_id,units_0_itemNames_0,units_0_itemNames_1,units_0_name,units_0_rarity,units_0_tier,units_1_character_id,units_1_itemNames_0,units_1_itemNames_1,units_1_name,units_1_rarity,units_1_tier,units_2_character_id,units_2_name,units_2_rarity,units_2_tier,units_3_character_id,units_3_itemNames_0,units_3_itemNames_1,units_3_name,units_3_rarity,units_3_tier,units_4_character_id,units_4_name,units_4_rarity,units_4_tier,units_5_character_id,units_5_itemNames_0,units_5_itemNames_1,units_5_itemNames_2,units_5_name,units_5_rarity,units_5_tier,units_6_character_id,units_6_itemNames_0,units_6_itemNames_1,units_6_name,units_6_rarity,units_6_tier,units_7_character_id,units_7_name,units_7_rarity,units_7_tier,units_8_character_id,units_8_itemNames_0,units_8_itemNames_1,units_8_itemNames_2,units_8_name,units_8_rarity,units_8_tier,units_0_itemNames_2,units_2_itemNames_0,units_2_itemNames_1,units_2_itemNames_2,units_3_itemNames_2,units_4_itemNames_0,units_4_itemNames_1,units_4_itemNames_2,units_6_itemNames_2,units_7_itemNames_0,traits_13_name,traits_13_num_units,traits_13_style,traits_13_tier_current,traits_13_tier_total,units_7_itemNames_1,units_7_itemNames_2,units_1_itemNames_2,traits_14_name,traits_14_num_units,traits_14_style,traits_14_tier_current,traits_14_tier_total,units_9_character_id,units_9_name,units_9_rarity,units_9_tier,units_5_items_0,units_5_items_1,units_5_items_2,units_6_items_0,units_6_items_1,units_6_items_2,units_7_items_0,units_7_items_1,units_7_items_2,units_3_items_0,units_3_items_1,units_0_items_0,units_1_items_0,units_1_items_1,units_2_items_0,units_2_items_1,units_2_items_2,units_1_items_2,units_4_items_0,units_4_items_1,units_4_items_2,units_0_items_1,units_3_items_2,units_0_items_2,units_8_items_0,units_8_items_1,units_8_items_2,units_9_itemNames_0,units_9_items_0,traits_15_name,traits_15_num_units,traits_15_style,traits_15_tier_current,traits_15_tier_total,traits_16_name,traits_16_num_units,traits_16_style,traits_16_tier_current,traits_16_tier_total,traits_17_name,traits_17_num_units,traits_17_style,traits_17_tier_current,traits_17_tier_total,units_9_itemNames_1,units_9_itemNames_2,units_9_items_1,units_9_items_2,units_10_character_id,units_10_itemNames_0,units_10_itemNames_1,units_10_itemNames_2,units_10_name,units_10_rarity,units_10_tier,units_10_items_0,units_10_items_1,units_10_items_2,partner_group_id
1547,TFT8_Augment_ADMINTrait,TFT8_Augment_LeBlancGlitch,TFT6_Augment_CyberneticUplink2,f2037a28-63ba-4926-991d-b04d5d209697,42036,36,PetDuckbill,2,26,8,8,0,tO5S0ncp0zBVEhCiFOriDFnZAh-UiW6BVGMFbhl_8cR3IYSdbn92B_fl4nBI8HKjqdXu6ugtqxbwkw,1473.96936,35,Set8_Admin,4,3,2,3,Set8_Aegis,1,0,0,4,Set8_Brawler,1,0,0,4,Set8_Channeler,4,2,2,4,Set8_Civilian,1,1,1,3,Set8_Forecaster,1,3,1,1,Set8_GenAE,2,0,0,2,Set8_Hacker,2,1,1,3,Set8_Heart,2,1,1,3,Set8_OxForce,1,0,0,4,Set8_Prankster,2,1,1,2,Set8_StarGuardian,1,0,0,4,Set8_UndergroundThe,1,0,0,4,TFT8_Blitzcrank,,,,0,2,TFT8_Annie,,,,1,2,TFT8_Sona,,2,1,TFT8_Zoe,,,,2,1,TFT8_Leblanc,,2,1,TFT8_Ekko,TFT_Item_RedBuff,TFT_Item_IonicSpark,TFT_Item_TitansResolve,,4,2,TFT8_Soraka,TFT_Item_Quicksilver,,,4,1,TFT8_Janna,,6,1,,,,,,,,,,,,,TFT_Item_InfinityEdge,TFT_Item_SpearOfShojin,TFT_Item_HextechGunblade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1548,TFT6_Augment_LudensEcho1,TFT8_Augment_LeeSinCarry,TFT6_Augment_Ascension,9e342347-81f4-43a8-8b1f-e3c50bc4896b,4003,3,PetMiner,3,35,9,1,4,OztpNOg1qK-jF-Bffvx663GJf5hB1ee8RE8KlN6HjCtvddQpou-dK8in8JpEUBiCzgdtHQDoadEouA,1999.492188,213,Set8_Admin,1,0,0,3,Set8_Brawler,2,1,1,4,Set8_Channeler,2,1,1,4,Set8_Civilian,1,1,1,3,Set8_Corrupted,0,0,0,1,Set8_Forecaster,1,3,1,1,Set8_GenAE,1,0,0,2,Set8_Heart,6,3,3,3,Set8_Mascot,1,0,0,4,Set8_SpaceCorps,1,0,0,4,Set8_StarGuardian,2,0,0,4,Set8_Supers,1,0,0,1,Set8_Threat,0,0,0,1,TFT8_Lulu,,,,0,2,TFT8_LeeSin,TFT_Item_IonicSpark,TFT_Item_WarmogsArmor,,1,2,TFT8_LeeSin,,1,2,TFT8_Yuumi,,,,1,2,TFT8_Sona,,2,1,TFT8_Sejuani,,,,,4,2,TFT8_Soraka,TFT_Item_InfinityEdge,TFT_Item_SeraphsEmbrace,,4,2,TFT8_Janna,,6,2,TFT8_Syndra,,,,,6,1,,TFT_Item_WarmogsArmor,TFT_Item_BrambleVest,TFT_Item_TitansResolve,,,,,TFT_Item_HextechGunblade,,Set8_UndergroundThe,1,0,0,4,,,TFT_Item_FrozenHeart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1549,TFT6_Augment_ItemGrabBag1,TFT8_Augment_ZoeSupport,TFT6_Augment_Battlemage2,a4a35782-fbae-45ee-bc0d-90c26269d1a9,27018,18,PetChoncc,2,28,7,7,0,YiuVHWbsoGjVeE432C42gm96o39mcfsDYWkgfMC4KUNMJkpzOTI83GDwASfJQZ7pRhsSSt4nhv_1Zg,1605.017456,72,Set8_Admin,1,0,0,3,Set8_Aegis,3,2,2,4,Set8_Brawler,1,0,0,4,Set8_Channeler,2,1,1,4,Set8_GenAE,3,1,1,2,Set8_Hacker,2,1,1,3,Set8_Heart,1,0,0,3,Set8_Mascot,1,0,0,4,Set8_OxForce,2,1,1,4,Set8_Prankster,2,1,1,2,Set8_StarGuardian,1,0,0,4,Set8_UndergroundThe,1,0,0,4,,,,,,TFT8_Lulu,,,,0,2,TFT8_Annie,,,,1,2,TFT8_Vi,,1,2,TFT8_Alistar,TFT_Item_Shroud,TFT_Item_GiantsBelt,,2,2,TFT8_Zoe,,2,3,TFT8_Leblanc,TFT_Item_JeweledGauntlet,,,,2,2,TFT8_Ekko,,,,4,1,,,,,,,,,,,,,TFT_Item_IonicSpark,TFT_Item_BrambleVest,TFT8_Item_TitansResolve_GenAE,,TFT_Item_JeweledGauntlet,TFT_Item_Morellonomicon,TFT_Item_SeraphsEmbrace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1550,TFT6_Augment_PandorasItems,TFT8_Augment_CamilleSupport,TFT8_Augment_RenegadeEmblem,896072dd-dec6-4c6a-a7f2-9ff18e05d776,41002,2,PetGloop,0,30,8,6,0,A-7DhN-b31KSJ09SxAzvdVd7jPS8PYjHkpR5DhQk8_Naot8GO-Jdna7UTabDq2JjjHTgowIx0g_g3g,1695.219971,69,Set8_Ace,1,1,1,2,Set8_Admin,1,0,0,3,Set8_Aegis,3,2,2,4,Set8_Arsenal,1,3,1,1,Set8_Deadeye,2,1,1,2,Set8_ExoPrime,1,0,0,2,Set8_Mascot,1,0,0,4,Set8_OxForce,4,2,2,4,Set8_Prankster,1,0,0,2,Set8_Renegade,6,4,2,2,Set8_StarGuardian,1,0,0,4,Set8_UndergroundThe,1,0,0,4,,,,,,TFT8_Talon,TFT_Item_JeweledGauntlet,TFT_Item_IonicSpark,,0,3,TFT8_Camille,,,,1,1,TFT8_Alistar,,2,2,TFT8_Ekko,,,,4,2,TFT8_Viego,,4,2,TFT8_Samira,TFT8_Item_RenegadeEmblemItem,,,,4,1,TFT8_Aphelios,TFT8_Item_RenegadeEmblemItem,,,6,1,TFT8_Leona,,6,1,,,,,,,,TFT_Item_UnstableConcoction,,,,,TFT_Item_IonicSpark,TFT_Item_HextechGunblade,TFT_Item_JeweledGauntlet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1551,TFT6_Augment_Distancing,TFT8_Augment_VayneCarry,TFT6_Augment_TomeOfTraits1,b5ca136c-593c-437c-bcd1-0acca4136aae,13009,9,PetAkaliDragon,1,31,7,4,0,7PzPoDmGOmUvdNoNFjApLRvCwKlAjzZI4oNdXavLJDeIJoNGtvBaAxq19lFTcDVwNPZqbS6YfKoYuQ,1763.033447,99,Set8_AnimaSquad,1,0,0,3,Set8_Duelist,6,3,3,4,Set8_Hacker,1,0,0,3,Set8_OxForce,2,1,1,4,Set8_Recon,1,0,0,3,Set8_SpaceCorps,1,0,0,4,Set8_StarGuardian,1,0,0,4,Set8_Supers,1,0,0,1,Set8_Threat,1,0,1,1,Set8_UndergroundThe,1,0,0,4,,,,,,,,,,,,,,,,TFT8_Kayle,,,,0,2,TFT8_Gangplank,,,,0,2,TFT8_Fiora,,1,2,TFT8_Vayne,TFT_Item_HextechGunblade,TFT_Item_SpearOfShojin,,2,3,TFT8_Nilah,,2,2,TFT8_BelVeth,TFT_Item_TitansResolve,TFT_Item_TitansResolve,TFT_Item_UnstableConcoction,,4,2,TFT8_Zed,TFT8_Item_OxForceEmblemItem,TFT_Item_PowerGauntlet,,4,1,,,,,,,,,,,,,TFT_Item_RedBuff,,,TFT_Item_JeweledGauntlet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1552,TFT6_Augment_SecondWind1,TFT8_Augment_RellSupport,TFT6_Augment_JeweledLotus,7ff0f40f-8f64-4aeb-91b5-0569d3d8d92e,10028,28,PetSGCat,0,23,6,8,0,jq51Z0bTsV9bGdfj1nRzgoEPnavbb7dJ24hEsZ8iFvpxKCTZc9JpQE8vwref90yrsr6jhLgVF1aUSQ,1353.817749,19,Set8_Brawler,1,0,0,4,Set8_Defender,1,0,0,3,Set8_Duelist,2,1,1,4,Set8_Heart,2,1,1,3,Set8_Mascot,2,1,1,4,Set8_StarGuardian,3,1,1,4,Set8_Supers,3,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TFT8_Gangplank,,,,0,2,TFT8_Rell,TFT_Item_ThiefsGloves,TFT_Item_TearOfTheGoddess,,1,2,TFT8_LeeSin,,1,2,TFT8_Malphite,,,,1,2,TFT8_Yuumi,,1,2,TFT8_Nilah,TFT_Item_GargoyleStoneplate,TFT_Item_FrozenHeart,,,2,2,,,,,,,,,,,,,,,,,,,,,,,TFT_Item_RapidFireCannon,TFT_Item_SeraphsEmbrace,TFT_Item_RabadonsDeathcap,,,,,,,,,,TFT_Item_GuardianAngel,,,,,,,,,,56,45,,,,,,,,,,,99,4,,,,94,22,44,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1553,TFT8_Augment_ReconTrait,TFT8_Augment_EzrealCarry,TFT7_Augment_AxiomArc2,138b870c-cd50-41eb-9409-3c405a5c487a,49001,1,PetChibiAhri,1,34,7,5,1,SQDDudybimSXwl5kMTq4ZGn4WTMAuXZ0opsF7J-UXaFEotKkpalYOPMJSuzh660BcsD2D3My9TzJEQ,2020.699097,120,Set8_AnimaSquad,1,0,0,3,Set8_Duelist,1,0,0,4,Set8_Recon,4,3,3,3,Set8_StarGuardian,1,0,0,4,Set8_Threat,3,0,1,1,Set8_UndergroundThe,1,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TFT8_Ezreal,TFT_Item_HextechGunblade,TFT_Item_SpearOfShojin,,1,3,TFT8_Velkoz,,,,2,2,TFT8_Vayne,,2,2,TFT8_Chogath,,,,2,2,TFT8_Chogath,,2,2,TFT8_Rammus,TFT_Item_Redemption,TFT_Item_DragonsClaw,,,2,2,TFT8_Kaisa,TFT_Item_PowerGauntlet,TFT_Item_HextechGunblade,,2,3,,,,,,,,,,,,TFT_Item_SeraphsEmbrace,,,,,TFT_Item_ThiefsGloves,TFT_Item_ArchangelsStaff,TFT_Item_Morellonomicon,TFT_Item_PowerGauntlet,,,,,,,,,,,,,,,,,,,47,66,,79,13,79,,,,,,13,,,,,,,99,34,37,14,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1554,TFT7_Augment_AFK,TFT8_Augment_LeeSinCarry,TFT6_Augment_Distancing2,5897ad9f-4665-4372-8f3e-6c878adb8918,1,1,PetTFTAvatar,51,28,7,6,0,LIAbmqNG1vlbDvMCI45iXhPwqeaumnMVEr-fpI8pHbM1kZFVmBVRDz3wt9BbQ2LS977gYib7Fqv2Wg,1687.084351,57,Set8_Admin,1,0,0,3,Set8_Brawler,1,0,0,4,Set8_Channeler,3,1,1,4,Set8_GenAE,3,1,1,2,Set8_Hacker,1,0,0,3,Set8_Heart,4,2,2,3,Set8_Mascot,2,1,1,4,Set8_OxForce,1,0,0,4,Set8_StarGuardian,1,0,0,4,Set8_Supers,1,0,0,1,Set8_UndergroundThe,1,0,0,4,,,,,,,,,,,TFT8_Lulu,,,,0,2,TFT8_Annie,TFT8_Item_IonicSpark_GenAE,,,1,2,TFT8_LeeSin,,1,3,TFT8_Yuumi,,,,1,2,TFT8_Sona,,2,2,TFT8_Leblanc,TFT_Item_PowerGauntlet,TFT_Item_HextechGunblade,TFT_Item_SeraphsEmbrace,,2,2,TFT8_Nunu,,,,6,1,,,,,,,,,,,,,TFT_Item_BrambleVest,TFT_Item_RedBuff,TFT_Item_TitansResolve,,,,,,,,,,,,,,,,,,,,,,,,79,13,44,,,,,,,,,,9019,,55,57,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1555,TFT7_Augment_BandOfThieves1,TFT8_Augment_SivirSupport,TFT7_Augment_ScopedWeapons1,d66207bf-7aeb-4727-9583-da16ca48e9cb,10007,7,PetSGCat,0,28,8,7,0,dyWJmBnO18uBDPtkHBxCCibhzpq_zCyE4YUGMMJiG1JRu7XdOC9th0n2eDFJQgXAzKojDUbqa3_kzQ,1687.929321,61,Set8_Aegis,3,2,2,4,Set8_Arsenal,1,3,1,1,Set8_Brawler,1,0,0,4,Set8_Civilian,1,1,1,3,Set8_Corrupted,1,3,1,1,Set8_Deadeye,2,1,1,2,Set8_ExoPrime,1,0,0,2,Set8_Mascot,1,0,0,4,Set8_OxForce,2,1,1,4,Set8_Renegade,1,0,0,2,Set8_Threat,3,0,1,1,Set8_UndergroundThe,1,0,0,4,,,,,,TFT8_Sivir,,,,1,2,TFT8_Vi,TFT_Item_RedBuff,TFT_Item_BrambleVest,,1,2,TFT8_Alistar,,2,2,TFT8_Rammus,,,,2,2,TFT8_BelVeth,,4,1,TFT8_Aphelios,TFT_Item_UnstableConcoction,TFT_Item_GuinsoosRageblade,,,6,1,TFT8_Leona,,,,6,1,TFT8_Fiddlesticks,,6,1,,,,,,,,,,,,,TFT_Item_UnstableConcoction,TFT_Item_LastWhisper,TFT_Item_HextechGunblade,,TFT_Item_ThiefsGloves,,,,,,TFT_Item_PowerGauntlet,TFT_Item_FrozenHeart,,,,,,,,,,,49,23,,,,,99,79,45,,,,57,55,,,,,49,29,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1556,TFT6_Augment_ThrillOfTheHunt1,TFT8_Augment_SonaExile,TFT6_Augment_Ascension,a4a35782-fbae-45ee-bc0d-90c26269d1a9,27018,18,PetChoncc,11,35,8,3,0,DQWPjj75jzQqHdbhglky8DCsUdYfQFcHTH9z7Gk1Ip3cuHoxOIiiqpw8KI73wzF8gJ5DF3uvoiJH0Q,2085.661377,149,Set8_Admin,2,1,1,3,Set8_Aegis,2,1,1,4,Set8_Channeler,3,1,1,4,Set8_GenAE,3,1,1,2,Set8_Hacker,2,1,1,3,Set8_Heart,2,1,1,3,Set8_Mascot,2,1,1,4,Set8_OxForce,2,1,1,4,Set8_Prankster,2,1,1,2,Set8_StarGuardian,1,0,0,4,Set8_UndergroundThe,1,0,0,4,,,,,,,,,,,TFT8_Annie,TFT_Item_DragonsClaw,TFT_Item_IonicSpark,,1,2,TFT8_Sona,TFT_Item_MadredsBloodrazor,TFT_Item_JeweledGauntlet,,2,3,TFT8_Alistar,,2,2,TFT8_Zoe,,,,2,1,TFT8_Leblanc,,2,3,TFT8_Ekko,TFT8_Item_Sunfire_GenAE,,,,4,1,TFT8_Soraka,TFT_Item_ZekesHerald,,,4,1,TFT8_Nunu,,6,1,,,,,,,,TFT_Item_RedBuff,,,,,TFT_Item_Zephyr,,,,TFT_Item_TitansResolve,,,,,,TFT_Item_Shroud,TFT_Item_Redemption,TFT_Item_StatikkShiv,,,,,,,,,,9016,,,17,,,25,59,47,,,66,12,39,,,,24,67,,,36,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1557,TFT6_Augment_SecondWind1,TFT8_Augment_SivirSupport,TFT6_Augment_Ascension,25cba352-4947-46a4-9c74-37d13ff3236c,15034,34,PetSennaBunny,1,37,9,2,1,taWjNnvQYZFpo3pMS2eTOoLXF-ZrIojvyPOyAlsSua69G94-rgMV75sjrTEqjNcaoLrylSTQikMWWg,2159.078369,126,Set8_Ace,1,1,1,2,Set8_Admin,1,0,0,3,Set8_Channeler,1,0,0,4,Set8_Civilian,2,2,2,3,Set8_Corrupted,1,3,1,1,Set8_Deadeye,2,1,1,2,Set8_Forecaster,1,3,1,1,Set8_Heart,1,0,0,3,Set8_Threat,4,0,1,1,Set8_UndergroundThe,1,0,0,4,,,,,,,,,,,,,,,,TFT8_Sivir,,,,1,2,TFT8_Chogath,,,,2,1,TFT8_Rammus,,2,2,TFT8_Samira,TFT_Item_GuinsoosRageblade,TFT_Item_StatikkShiv,,4,2,TFT8_Soraka,,4,2,TFT8_Janna,,,,,6,2,TFT8_Urgot,,,,6,1,TFT8_Urgot,,6,1,TFT8_Fiddlesticks,TFT_Item_WarmogsArmor,TFT_Item_WarmogsArmor,,,6,2,,,,,TFT_Item_MadredsBloodrazor,TFT_Item_SpearOfShojin,TFT_Item_PowerGauntlet,TFT_Item_SpearOfShojin,,TFT_Item_Shroud,,,,,,,,,,,,,,,,,,,,,,,,59,,,23,24,,,,,,,,14,79,14,,12,,77,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1558,TFT7_Augment_AFK,TFT8_Augment_SennaSupport,TFT6_Augment_SecondWind2,8c27f67c-90b3-4355-9e90-6e92325c6027,9009,9,PetSpiritFox,4,35,8,4,1,b81WbMwtmi0QgiazQWy0yZN5sIhDDvACamK3pTKLl6Y07RTh8sQr1DcCMTgxNKPDOaJJxhu5c73iXA,2084.965576,129,Set8_Ace,1,1,1,2,Set8_Aegis,2,1,1,4,Set8_Brawler,1,0,0,4,Set8_Channeler,1,0,0,4,Set8_Civilian,1,1,1,3,Set8_Deadeye,2,1,1,2,Set8_Forecaster,1,3,1,1,Set8_Mascot,1,0,0,4,Set8_OxForce,1,0,0,4,Set8_Prankster,1,0,0,2,Set8_SpaceCorps,2,0,0,4,Set8_StarGuardian,1,0,0,4,Set8_Threat,1,0,1,1,TFT8_Alistar,,,,2,2,TFT8_Senna,,,,2,2,TFT8_BelVeth,,4,2,TFT8_Ekko,TFT_Item_BrambleVest,TFT_Item_RedBuff,,4,2,TFT8_Samira,,4,2,TFT8_Sejuani,,,,,4,2,TFT8_Sejuani,,,,4,2,TFT8_Janna,,6,1,,,,,,,,,TFT_Item_HextechGunblade,TFT_Item_LastWhisper,TFT_Item_InfinityEdge,TFT_Item_DragonsClaw,TFT_Item_PowerGauntlet,TFT_Item_MadredsBloodrazor,,,,Set8_UndergroundThe,1,0,0,4,,,,,,,,,,,,,,,,,,,,,,55,57,,,,13,29,19,,79,12,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1559,TFT6_Augment_ThrillOfTheHunt1,TFT8_Augment_VayneSupport,TFT6_Augment_JeweledLotus,489abd90-0929-447d-ba51-0326e0aa5469,42024,24,PetDuckbill,1,37,9,1,2,6-ahEo2RgbY0nxdAYGCQs21KMmGU-8yno9VntV3d7mS4WJpf37dp1YAmlqzTWQPGgIA46YgZmj6vwQ,2159.078369,140,Set8_AnimaSquad,1,0,0,3,Set8_Brawler,1,0,0,4,Set8_Channeler,1,0,0,4,Set8_Civilian,1,1,1,3,Set8_Duelist,6,3,3,4,Set8_Forecaster,1,3,1,1,Set8_GenAE,1,0,0,2,Set8_Hacker,2,1,1,3,Set8_Prankster,1,0,0,2,Set8_Recon,1,0,0,3,Set8_SpaceCorps,3,1,1,4,Set8_StarGuardian,1,0,0,4,Set8_Supers,1,0,0,1,TFT8_Kayle,,,,0,2,TFT8_Gangplank,,,,0,2,TFT8_Yasuo,,1,2,TFT8_Vayne,TFT_Item_GuardianAngel,TFT_Item_LastWhisper,,2,3,TFT8_Nilah,,2,2,TFT8_Zoe,,,,,2,1,TFT8_Zed,TFT_Item_GuardianAngel,TFT_Item_RunaansHurricane,,4,2,TFT8_Sejuani,,4,2,TFT8_Janna,,,,,6,1,,,,,TFT_Item_UnstableConcoction,TFT_Item_LocketOfTheIronSolari,TFT_Item_LocketOfTheIronSolari,TFT_Item_LocketOfTheIronSolari,TFT_Item_TitansResolve,TFT_Item_Redemption,Set8_UndergroundThe,1,0,0,4,,,,,,,,,,,,,,,,94,26,25,47,,,94,29,,,,,,,,35,35,35,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1560,TFT6_Augment_TinyTitans,TFT6_Augment_Distancing2,TFT8_Augment_SamiraSupport,2f5ab920-e2dd-4f92-8f24-db1c2361f9b5,48001,1,PetChibiAshe,46,35,8,1,4,uwsknc-A9VXac58Xu8tZfTEU9wLf-nbRgexC5FUh_tNdW8PsAgNP-MdccqtLO8_R_bCl9_WVXYWqwg,2071.576904,160,Set8_Ace,1,1,1,2,Set8_Aegis,3,2,2,4,Set8_Arsenal,1,3,1,1,Set8_Brawler,2,1,1,4,Set8_Deadeye,2,1,1,2,Set8_Mascot,1,0,0,4,Set8_OxForce,2,1,1,4,Set8_Prankster,1,0,0,2,Set8_SpaceCorps,1,0,0,4,Set8_StarGuardian,1,0,0,4,Set8_Threat,2,0,1,1,Set8_UndergroundThe,2,0,0,4,,,,,,TFT8_Vi,,,,1,2,TFT8_Alistar,,,,2,2,TFT8_BelVeth,,4,2,TFT8_Ekko,,,,4,2,TFT8_Samira,,4,2,TFT8_Zac,,,,,4,2,TFT8_Sejuani,TFT_Item_RedBuff,TFT_Item_Redemption,,4,1,TFT8_Aphelios,,6,2,,,,,,,,,TFT_Item_RunaansHurricane,TFT_Item_Bloodthirster,,,TFT_Item_HextechGunblade,TFT_Item_MadredsBloodrazor,TFT_Item_LastWhisper,TFT_Item_DragonsClaw,,,,,,,,,,,,,,,,,,,,,,57,47,66,,,,,,,,,26,16,,,13,12,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561,TFT8_Augment_ReconTrait,TFT6_Augment_ThrillOfTheHunt2,TFT8_Augment_ChoGathMR,ebf6a5d5-82c6-4c49-906a-7dea5373b032,6004,4,PetPenguKnight,0,34,8,3,0,M2d9R3Ep8nZePgpAxkAtKInehcti0JNvm2rIE5s87DY6SjjWGJrhDAa36qbQJsOOmmiIg11Aqacusw,2004.443359,119,Set8_Ace,1,1,1,2,Set8_AnimaSquad,1,0,0,3,Set8_Corrupted,1,3,1,1,Set8_Duelist,1,0,0,4,Set8_Recon,4,3,3,3,Set8_StarGuardian,1,0,0,4,Set8_Threat,4,0,1,1,Set8_UndergroundThe,1,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,TFT8_Ezreal,,,,1,2,TFT8_Vayne,,,,2,2,TFT8_Chogath,,2,2,TFT8_Chogath,,,,2,2,TFT8_Rammus,,2,2,TFT8_Kaisa,TFT_Item_Bloodthirster,TFT_Item_UnstableConcoction,TFT_Item_GuinsoosRageblade,,2,3,TFT8_AurelionSol,,,,4,2,TFT8_Fiddlesticks,,6,1,,,,,,,,,,,,,TFT_Item_IonicSpark,TFT_Item_BrambleVest,TFT_Item_Redemption,,TFT8_Item_AceEmblemItem,,,,,,TFT_Item_RabadonsDeathcap,,,,,,,,,,,,16,49,23,,,,8021,33,,,,,,,,,,,36,55,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1562,TFT7_Augment_BandOfThieves1,TFT6_Augment_Battlemage2,TFT8_Augment_ChoGathCarry,8590fc8c-de3f-4922-867e-5502cd7547f0,5018,18,PetMiniGolem,0,35,9,2,2,iE2KxLOfKggoJRvvBS9vPYycQHggTaZs3fXwW6hFpcIHH4WNIWvVtZrGtf2ofW_xFhpDdy3B8VHafg,2071.576904,126,Set8_Admin,1,0,0,3,Set8_Aegis,1,0,0,4,Set8_AnimaSquad,2,0,0,3,Set8_Corrupted,1,3,1,1,Set8_Duelist,1,0,0,4,Set8_ExoPrime,1,0,0,2,Set8_OxForce,3,1,1,4,Set8_Prankster,1,0,0,2,Set8_Renegade,6,4,2,2,Set8_Threat,2,0,1,1,,,,,,,,,,,,,,,,TFT8_Sylas,,,,0,2,TFT8_Talon,,,,0,1,TFT8_Fiora,,1,2,TFT8_Jinx,TFT_Item_IonicSpark,,,1,1,TFT8_Camille,,1,2,TFT8_Chogath,TFT_Item_ThiefsGloves,TFT_Item_Deathblade,TFT_Item_RunaansHurricane,,2,2,TFT8_Viego,TFT_Item_HextechGunblade,TFT_Item_IonicSpark,,4,2,TFT8_Leona,,6,2,TFT8_Fiddlesticks,TFT8_Item_RenegadeEmblemItem,TFT_Item_MadredsBloodrazor,TFT_Item_Redemption,,6,2,,,,,,,,,TFT_Item_TitansResolve,TFT_Item_ThiefsGloves,,,,,,TFT_Item_Quicksilver,TFT_Item_DragonsClaw,,,,,,,,,,,99,11,26,13,36,25,99,69,66,36,,,,,,,,,,,,,,,8012,12,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
