augments_0,augments_1,augments_2,companion_content_ID,companion_item_ID,companion_skin_ID,companion_species,gold_left,last_round,level,placement,players_eliminated,puuid,time_eliminated,total_damage_to_players,traits_0_name,traits_0_num_units,traits_0_style,traits_0_tier_current,traits_0_tier_total,traits_1_name,traits_1_num_units,traits_1_style,traits_1_tier_current,traits_1_tier_total,traits_2_name,traits_2_num_units,traits_2_style,traits_2_tier_current,traits_2_tier_total,traits_3_name,traits_3_num_units,traits_3_style,traits_3_tier_current,traits_3_tier_total,traits_4_name,traits_4_num_units,traits_4_style,traits_4_tier_current,traits_4_tier_total,traits_5_name,traits_5_num_units,traits_5_style,traits_5_tier_current,traits_5_tier_total,traits_6_name,traits_6_num_units,traits_6_style,traits_6_tier_current,traits_6_tier_total,traits_7_name,traits_7_num_units,traits_7_style,traits_7_tier_current,traits_7_tier_total,traits_8_name,traits_8_num_units,traits_8_style,traits_8_tier_current,traits_8_tier_total,traits_9_name,traits_9_num_units,traits_9_style,traits_9_tier_current,traits_9_tier_total,traits_10_name,traits_10_num_units,traits_10_style,traits_10_tier_current,traits_10_tier_total,units_0_character_id,units_0_name,units_0_rarity,units_0_tier,units_1_character_id,units_1_itemNames_0,units_1_name,units_1_rarity,units_1_tier,units_2_character_id,units_2_name,units_2_rarity,units_2_tier,units_3_character_id,units_3_name,units_3_rarity,units_3_tier,units_4_character_id,units_4_itemNames_0,units_4_itemNames_1,units_4_name,units_4_rarity,units_4_tier,units_5_character_id,units_5_itemNames_0,units_5_itemNames_1,units_5_name,units_5_rarity,units_5_tier,units_6_character_id,units_6_itemNames_0,units_6_itemNames_1,units_6_name,units_6_rarity,units_6_tier,units_7_character_id,units_7_itemNames_0,units_7_itemNames_1,units_7_itemNames_2,units_7_name,units_7_rarity,units_7_tier,units_8_character_id,units_8_name,units_8_rarity,units_8_tier,traits_11_name,traits_11_num_units,traits_11_style,traits_11_tier_current,traits_11_tier_total,traits_12_name,traits_12_num_units,traits_12_style,traits_12_tier_current,traits_12_tier_total,units_2_itemNames_0,units_2_itemNames_1,units_2_itemNames_2,units_5_itemNames_2,units_0_itemNames_0,units_3_itemNames_0,units_3_itemNames_1,units_3_itemNames_2,units_4_itemNames_2,units_6_itemNames_2,units_0_itemNames_1,units_0_itemNames_2,units_1_itemNames_1,units_1_itemNames_2,units_8_itemNames_0,units_8_itemNames_1,units_8_itemNames_2,traits_13_name,traits_13_num_units,traits_13_style,traits_13_tier_current,traits_13_tier_total,traits_14_name,traits_14_num_units,traits_14_style,traits_14_tier_current,traits_14_tier_total,traits_15_name,traits_15_num_units,traits_15_style,traits_15_tier_current,traits_15_tier_total,traits_16_name,traits_16_num_units,traits_16_style,traits_16_tier_current,traits_16_tier_total,units_9_character_id,units_9_itemNames_0,units_9_itemNames_1,units_9_itemNames_2,units_9_name,units_9_rarity,units_9_tier,units_9_items_0,units_9_items_1,units_9_items_2,traits_17_name,traits_17_num_units,traits_17_style,traits_17_tier_current,traits_17_tier_total,units_10_character_id,units_10_itemNames_0,units_10_itemNames_1,units_10_itemNames_2,units_10_name,units_10_rarity,units_10_tier,units_10_items_0,units_10_items_1,units_10_items_2,traits_18_name,traits_18_num_units,traits_18_style,traits_18_tier_current,traits_18_tier_total
TFT6_Augment_TradeSector,TFT8_Augment_AlistarAoEPulverizer,TFT6_Augment_SecondWind1,754051ca-d786-46e8-81ba-5763c94e31e4,21017,17,PetDSWhale,1,27,7,7,0,xJy2SqDQKpB_T5_1dXlYgramTFrNgpgLeAHz64NKYJx6dy8n2kcxUASN7zm_iea8NkD68MfJKsiObg,1587.147216796875,53,Set8_Admin,1,0,0,3,Set8_Aegis,2,1,1,4,Set8_Mascot,1,0,0,4,Set8_OxForce,4,2,2,4,Set8_Prankster,1,0,0,2,Set8_Renegade,3,3,1,2,Set8_StarGuardian,1,0,0,4,Set8_Threat,2,0,1,1,,,,,,,,,,,,,,,,TFT8_Talon,,0,2,TFT8_Camille,,,1,2,TFT8_Alistar,,2,2,TFT8_BelVeth,,4,2,TFT8_Ekko,,,,4,1,TFT8_Viego,TFT_Item_IonicSpark,,,4,1,TFT8_Zac,,,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,TFT_Item_Chalice,TFT_Item_Bloodthirster,TFT8_Item_OxForceEmblemItem,TFT_Item_LastWhisper,,,TFT_Item_Chalice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TFT6_Augment_ThreesCompany,TFT8_Augment_VayneSupport,TFT8_Augment_ReconTrait,f42e8d13-dfab-479e-b029-b44afb946bcb,52019,19,PetBunny,1,28,7,5,0,bD__TYj5HHGbS94rht6mmyOe_62CTXt1RjGXYP1jcYWBleEVI_QvnSBhEC8311iotQ7cnOpo6Rzh3A,1660.51318359375,65,Set8_AnimaSquad,1,0,0,3,Set8_Duelist,2,1,1,4,Set8_Recon,4,3,3,3,Set8_StarGuardian,2,0,0,4,Set8_Threat,3,0,1,1,Set8_UndergroundThe,1,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,TFT8_Ezreal,,1,2,TFT8_Vayne,TFT_Item_GuardianAngel,,2,2,TFT8_Nilah,,2,2,TFT8_Chogath,,2,2,TFT8_Rammus,TFT_Item_RedBuff,,,2,2,TFT8_Kaisa,TFT_Item_GuardianAngel,TFT_Item_HextechGunblade,,2,2,TFT8_Zac,TFT_Item_RedBuff,,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TFT_Item_InfinityEdge,TFT_Item_RunaansHurricane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TFT6_Augment_CalculatedLoss,TFT8_Augment_LeeSinCarry,TFT8_Augment_HeartTrait,1e3b0251-623c-41ee-87b0-ecba9a0cf736,27015,15,PetChoncc,31,35,9,2,1,vbECdyOfW3y37x3kRhQ08hkAzfhdVE1r8O3w2dRJqnCM3ncRx6QI4AUas349D7QElbjjIUMSQQcFpg,2072.970458984375,144,Set8_Admin,4,3,2,3,Set8_Brawler,2,1,1,4,Set8_Channeler,1,0,0,4,Set8_Corrupted,1,3,1,1,Set8_GenAE,1,0,0,2,Set8_Hacker,2,1,1,3,Set8_Heart,3,1,1,3,Set8_Prankster,1,0,0,2,Set8_Supers,1,0,0,1,Set8_Threat,2,0,1,1,,,,,,TFT8_Blitzcrank,,0,2,TFT8_LeeSin,TFT_Item_TitansResolve,,1,2,TFT8_LeeSin,,1,2,TFT8_Zoe,,2,2,TFT8_Leblanc,TFT_Item_MadredsBloodrazor,TFT_Item_SpearOfShojin,,2,2,TFT8_Soraka,TFT_Item_StatikkShiv,,,4,2,TFT8_Urgot,TFT8_Item_ADMINEmblemItem,TFT_Item_SpearOfShojin,,6,2,TFT8_Urgot,,,,,6,2,TFT8_Fiddlesticks,,6,2,,,,,,,,,,,TFT_Item_ThiefsGloves,TFT_Item_RapidFireCannon,TFT_Item_GuinsoosRageblade,,,TFT_Item_Chalice,,,TFT_Item_HextechGunblade,,,,TFT_Item_GargoyleStoneplate,,TFT_Item_ThiefsGloves,TFT_Item_Quicksilver,TFT_Item_RabadonsDeathcap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TFT6_Augment_TargetDummies,TFT8_Augment_AnnieSupport,TFT8_Augment_HeartTrait,7fbf9569-a173-4420-9a65-fd12565d44c2,12018,18,PetSGShisa,4,33,8,3,1,OfG4G82G1RZo89tr4ngcy2YrpcCLJ2xq2gxChXEU3tu6DZz6_mPjtcezVS4ftGKU5mTgvJCC_-jL7A,1946.9580078125,115,Set8_Admin,2,1,1,3,Set8_Aegis,2,1,1,4,Set8_Channeler,2,1,1,4,Set8_GenAE,3,1,1,2,Set8_Hacker,2,1,1,3,Set8_Heart,4,2,2,3,Set8_Mascot,2,1,1,4,Set8_OxForce,2,1,1,4,Set8_Prankster,2,1,1,2,Set8_StarGuardian,2,0,0,4,,,,,,TFT8_Annie,,1,2,TFT8_Alistar,,,2,2,TFT8_Zoe,,2,2,TFT8_Leblanc,,2,2,TFT8_Ekko,,,,4,1,TFT8_Soraka,,,,4,1,TFT8_Nunu,TFT8_Item_Sunfire_GenAE,,,6,1,TFT8_Syndra,,,,,6,1,,,,,,,,,,,,,,,TFT8_Item_HeartEmblemItem,TFT_Item_MadredsBloodrazor,TFT_Item_SeraphsEmbrace,,TFT_Item_IonicSpark,TFT_Item_MadredsBloodrazor,TFT_Item_StatikkShiv,,,,TFT_Item_RedBuff,TFT_Item_BrambleVest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TFT8_Augment_DuelistEmblem,TFT8_Augment_VayneCarry,TFT6_Augment_SecondWind1,d07d0b76-cd0d-4517-b4af-f5c3d8140b8b,2003,3,PetGriffin,1,27,8,6,0,rmOXPE23Zt8SFLskHgIJyZq3xLmTeC0vGnk6ZWG-sZEuk0CD621ZmuXyIPOnspgFeZ_8WrzXtcQ6Vw,1587.99169921875,43,Set8_AnimaSquad,1,0,0,3,Set8_Channeler,1,0,0,4,Set8_Civilian,1,1,1,3,Set8_Duelist,8,4,4,4,Set8_Forecaster,1,3,1,1,Set8_Hacker,1,0,0,3,Set8_OxForce,1,0,0,4,Set8_Recon,1,0,0,3,Set8_SpaceCorps,2,0,0,4,Set8_StarGuardian,1,0,0,4,Set8_Supers,1,0,0,1,TFT8_Gangplank,,0,2,TFT8_Fiora,,,1,1,TFT8_Yasuo,,1,2,TFT8_Vayne,,2,2,TFT8_Nilah,,,,2,2,TFT8_Zed,TFT_Item_RedBuff,TFT_Item_HextechGunblade,,4,2,TFT8_Janna,TFT8_Item_DuelistEmblemItem,,,6,1,TFT8_Urgot,TFT8_Item_DuelistEmblemItem,TFT_Item_RecurveBow,,,6,1,,,,,Set8_Threat,1,0,1,1,,,,,,,,,,,TFT_Item_InfinityEdge,TFT_Item_UnstableConcoction,TFT_Item_Quicksilver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TFT8_Augment_DeadeyeEmblem,TFT8_Augment_SennaASCarry,TFT6_Augment_CelestialBlessing1,2bba1e3b-6b2a-44a2-829c-fd563c74aab1,21010,10,PetDSWhale,0,26,8,8,0,Xg6UzPdm9E6LOtrYxmbBN_ydHP4qqcvWFF8mdovELsU9U7rj3i4lOk8nnWoHPxhKEb-UbHwTlw-m0g,1524.7447509765625,52,Set8_Ace,1,1,1,2,Set8_Aegis,2,1,1,4,Set8_Arsenal,1,3,1,1,Set8_Civilian,1,1,1,3,Set8_Deadeye,4,3,2,2,Set8_GenAE,1,0,0,2,Set8_Mascot,4,2,2,4,Set8_OxForce,2,1,1,4,Set8_Prankster,1,0,0,2,Set8_SpaceCorps,1,0,0,4,Set8_StarGuardian,1,0,0,4,TFT8_Sivir,,1,2,TFT8_Malphite,,,1,2,TFT8_Alistar,,2,2,TFT8_Senna,,2,2,TFT8_Ekko,,,,4,1,TFT8_Samira,,,,4,1,TFT8_Nunu,,,,6,1,TFT8_Aphelios,,,,,6,1,,,,,Set8_Supers,1,0,0,1,Set8_UndergroundThe,1,0,0,4,TFT_Item_DragonsClaw,TFT_Item_WarmogsArmor,,,TFT8_Item_MascotEmblemItem,TFT_Item_LastWhisper,TFT_Item_HextechGunblade,TFT_Item_UnstableConcoction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TFT6_Augment_TomeOfTraits1,TFT8_Augment_ZoeDoubleTrouble,TFT6_Augment_CelestialBlessing1,7fbf9569-a173-4420-9a65-fd12565d44c2,12018,18,PetSGShisa,0,31,9,4,1,v_hErr-By9iEhy_98BwGI9YHf3a6bitP-LLRurLqFL1DiqjzXk4-kU23FZ4jH2FSs51T4I4Cw2rdbg,1817.9222412109375,107,Set8_Admin,2,1,1,3,Set8_Aegis,2,1,1,4,Set8_Channeler,2,1,1,4,Set8_Corrupted,1,3,1,1,Set8_Defender,1,0,0,3,Set8_GenAE,5,3,2,2,Set8_Hacker,2,1,1,3,Set8_Heart,2,1,1,3,Set8_Mascot,1,0,0,4,Set8_OxForce,2,1,1,4,Set8_Prankster,2,1,1,2,TFT8_Poppy,,0,2,TFT8_Lulu,,,0,2,TFT8_Annie,,1,2,TFT8_Alistar,,2,2,TFT8_Zoe,TFT_Item_SeraphsEmbrace,TFT_Item_JeweledGauntlet,,2,2,TFT8_Leblanc,,,,2,2,TFT8_Ekko,,,,4,1,TFT8_Soraka,TFT8_Item_GenAEEmblemItem,TFT_Item_StatikkShiv,TFT_Item_InfinityEdge,,4,2,TFT8_Fiddlesticks,,6,2,Set8_StarGuardian,1,0,0,4,Set8_Threat,1,0,1,1,TFT_Item_RedBuff,,,,,,,,TFT_Item_HextechGunblade,,,,,,TFT8_Item_IonicSpark_GenAE,TFT8_Item_TitansResolve_GenAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TFT6_Augment_HyperRoll,TFT6_Augment_Ascension,TFT8_Augment_LeonaSupport,bfa8b9e7-7454-4656-9434-c1e579bb4ffd,55007,7,PetKoala,38,27,7,6,0,tAQnSrQb_2M_YHl28iJJSzPD_QhB-p3bAsopV9ehIHXUn3-RzHuyyfbNt-S0SVo9dPlRuTEMcS-Lig,1529.1995849609375,45,Set8_Ace,1,1,1,2,Set8_Aegis,1,0,0,4,Set8_Brawler,2,1,1,4,Set8_Defender,1,0,0,3,Set8_Duelist,1,0,0,4,Set8_ExoPrime,4,1,1,2,Set8_Heart,1,0,0,3,Set8_Mascot,1,0,0,4,Set8_Renegade,1,0,0,2,Set8_Supers,3,3,1,1,,,,,,TFT8_Gangplank,,0,2,TFT8_WuKong,,,0,2,TFT8_Draven,,1,3,TFT8_LeeSin,,1,2,TFT8_Malphite,,,,1,2,TFT8_Jax,,,,2,2,TFT8_Leona,TFT_Item_RedBuff,TFT_Item_FrozenHeart,,6,1,,,,,,,,,,,,,,,,,,,,,,TFT_Item_HextechGunblade,TFT_Item_InfinityEdge,TFT_Item_LastWhisper,,TFT_Item_ZekesHerald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TFT6_Augment_Battlemage2,TFT6_Augment_SecondWind2,TFT8_Augment_ApheliosSupport,56d6c419-a7ab-4cc3-9be9-ad21ae1e77e5,1021,21,PetGhosty,2,26,8,7,0,J9rWItdzt7SnMNligMqzVoi9TS-wz-CsmFDH1RP4g7gBxiWe9CHRTryJrkARVUforcHYB113Emw3Rw,1471.60205078125,49,Set8_Ace,1,1,1,2,Set8_Admin,1,0,0,3,Set8_Aegis,1,0,0,4,Set8_Arsenal,1,3,1,1,Set8_Channeler,1,0,0,4,Set8_Deadeye,2,1,1,2,Set8_Duelist,1,0,0,4,Set8_GenAE,1,0,0,2,Set8_Mascot,1,0,0,4,Set8_OxForce,6,3,3,4,Set8_Renegade,3,3,1,2,TFT8_Talon,,0,2,TFT8_Fiora,,,1,2,TFT8_Annie,,1,2,TFT8_Camille,,1,2,TFT8_Alistar,TFT_Item_GiantsBelt,,,2,2,TFT8_Viego,TFT_Item_TitansResolve,TFT_Item_HextechGunblade,,4,1,TFT8_Samira,TFT_Item_LastWhisper,,,4,2,TFT8_Aphelios,,,,,6,1,,,,,Set8_UndergroundThe,1,0,0,4,,,,,,TFT_Item_Chalice,TFT_Item_Chalice,,TFT_Item_IonicSpark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TFT6_Augment_CyberneticImplants2,TFT6_Augment_CelestialBlessing2,TFT8_Augment_ZedCarry,7b4009d4-1c30-4c39-ac6a-6e591e322d46,27006,6,PetChoncc,1,38,8,3,0,6fruIZyyf_xdNIHneHtDI2q5T43_hTr5i1NaSk70Lrc2XOLHRZFF5URL-4i8AP8w4Jzx_rJpYbM0nw,2136.886962890625,131,Set8_AnimaSquad,1,0,0,3,Set8_Brawler,1,0,0,4,Set8_Duelist,6,3,3,4,Set8_GenAE,1,0,0,2,Set8_Hacker,2,1,1,3,Set8_OxForce,1,0,0,4,Set8_Prankster,1,0,0,2,Set8_Recon,1,0,0,3,Set8_SpaceCorps,3,1,1,4,Set8_StarGuardian,1,0,0,4,Set8_Supers,1,0,0,1,TFT8_Gangplank,,0,2,TFT8_Fiora,,,1,2,TFT8_Yasuo,,1,2,TFT8_Vayne,,2,2,TFT8_Nilah,TFT_Item_LocketOfTheIronSolari,TFT_Item_IonicSpark,,2,3,TFT8_Zoe,TFT_Item_Morellonomicon,,,2,2,TFT8_Zed,TFT_Item_GuardianAngel,TFT_Item_RunaansHurricane,,4,2,TFT8_Sejuani,,,,,4,2,,,,,,,,,,,,,,,,,,,TFT_Item_Spatula,TFT_Item_GuardianAngel,TFT_Item_InfinityEdge,TFT_Item_RabadonsDeathcap,TFT_Item_RedBuff,TFT_Item_Deathblade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TFT8_Augment_PranksterEmblem,TFT6_Augment_TargetDummies,TFT8_Augment_NunuSupport,1e3b0251-623c-41ee-87b0-ecba9a0cf736,27015,15,PetChoncc,3,31,8,4,1,vbECdyOfW3y37x3kRhQ08hkAzfhdVE1r8O3w2dRJqnCM3ncRx6QI4AUas349D7QElbjjIUMSQQcFpg,1763.3592529296875,112,Set8_Ace,1,1,1,2,Set8_Admin,1,0,0,3,Set8_Aegis,2,1,1,4,Set8_Channeler,2,1,1,4,Set8_GenAE,3,1,1,2,Set8_Hacker,2,1,1,3,Set8_Mascot,2,1,1,4,Set8_OxForce,2,1,1,4,Set8_Prankster,3,3,2,2,Set8_SpaceCorps,1,0,0,4,Set8_StarGuardian,1,0,0,4,TFT8_Annie,,1,1,TFT8_Alistar,TFT_Item_TitanicHydra,,2,2,TFT8_Zoe,,2,2,TFT8_Leblanc,,2,2,TFT8_Ekko,TFT_Item_IonicSpark,TFT_Item_RedBuff,,4,2,TFT8_Nunu,TFT_Item_MadredsBloodrazor,TFT_Item_IonicSpark,,6,2,TFT8_Urgot,,,,6,1,TFT8_Mordekaiser,TFT8_Item_PranksterEmblemItem,TFT_Item_MadredsBloodrazor,,,6,2,,,,,Set8_Threat,1,0,1,1,,,,,,TFT_Item_Chalice,,,TFT8_Item_GiantSlayer_GenAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TFT6_Augment_TomeOfTraits1,TFT6_Augment_TradeSectorPlus,TFT8_Augment_ApheliosCarry,7fbf9569-a173-4420-9a65-fd12565d44c2,12018,18,PetSGShisa,0,40,9,2,3,v_hErr-By9iEhy_98BwGI9YHf3a6bitP-LLRurLqFL1DiqjzXk4-kU23FZ4jH2FSs51T4I4Cw2rdbg,2238.051513671875,198,Set8_Ace,1,1,1,2,Set8_Aegis,4,3,3,4,Set8_Arsenal,1,3,1,1,Set8_Brawler,2,1,1,4,Set8_Channeler,1,0,0,4,Set8_Civilian,1,1,1,3,Set8_Deadeye,2,1,1,2,Set8_ExoPrime,1,0,0,2,Set8_Forecaster,1,3,1,1,Set8_Mascot,1,0,0,4,Set8_OxForce,2,1,1,4,TFT8_Vi,,1,2,TFT8_Alistar,,,2,2,TFT8_Ekko,,4,2,TFT8_Samira,,4,2,TFT8_Sejuani,TFT8_Item_UndergroundTheEmblemItem,TFT_Item_JeweledGauntlet,,4,2,TFT8_Janna,TFT_Item_ZekesHerald,,,6,2,TFT8_Urgot,TFT_Item_RunaansHurricane,TFT_Item_UnstableConcoction,,6,2,TFT8_Aphelios,TFT_Item_LastWhisper,TFT_Item_GuinsoosRageblade,TFT_Item_HextechGunblade,,6,2,TFT8_Leona,,6,2,Set8_Prankster,1,0,0,2,Set8_Renegade,1,0,0,2,TFT_Item_ThiefsGloves,TFT_Item_InfinityEdge,TFT_Item_MadredsBloodrazor,,,TFT_Item_ThiefsGloves,TFT_Item_StatikkShiv,TFT_Item_SpearOfShojin,,TFT_Item_MadredsBloodrazor,,,,,TFT5_Item_FrozenHeartRadiant,TFT_Item_Redemption,TFT_Item_RedBuff,Set8_SpaceCorps,1,0,0,4,Set8_StarGuardian,1,0,0,4,Set8_Threat,1,0,1,1,Set8_UndergroundThe,3,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TFT6_Augment_RichGetRicher,TFT8_Augment_GenAEEmblem,TFT8_Augment_NunuSupport,d07d0b76-cd0d-4517-b4af-f5c3d8140b8b,2003,3,PetGriffin,0,30,9,5,0,rmOXPE23Zt8SFLskHgIJyZq3xLmTeC0vGnk6ZWG-sZEuk0CD621ZmuXyIPOnspgFeZ_8WrzXtcQ6Vw,1696.6744384765625,91,Set8_Aegis,2,1,1,4,Set8_Channeler,2,1,1,4,Set8_Civilian,1,1,1,3,Set8_Corrupted,1,3,1,1,Set8_Forecaster,1,3,1,1,Set8_GenAE,5,3,2,2,Set8_Hacker,1,0,0,3,Set8_Heart,1,0,0,3,Set8_Mascot,2,1,1,4,Set8_OxForce,2,1,1,4,Set8_Prankster,2,1,1,2,TFT8_Lulu,,0,1,TFT8_Annie,TFT_Item_GargoyleStoneplate,,1,2,TFT8_Alistar,,2,2,TFT8_Zoe,,2,2,TFT8_Ekko,,,,4,1,TFT8_AurelionSol,TFT8_Item_GenAEEmblemItem,TFT_Item_SpearOfShojin,,4,2,TFT8_Nunu,TFT8_Item_InterPolarisEmblemItem,TFT8_Item_IonicSpark_GenAE,,6,1,TFT8_Janna,,,,,6,1,TFT8_Fiddlesticks,,6,1,Set8_SpaceCorps,1,0,0,4,Set8_StarGuardian,1,0,0,4,,,,TFT_Item_JeweledGauntlet,,TFT_Item_ZekesHerald,TFT_Item_SeraphsEmbrace,TFT_Item_ZekesHerald,,TFT8_Item_GiantSlayer_GenAE,,,,,,,,Set8_Threat,2,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TFT6_Augment_TrueTwos,TFT7_Augment_AxiomArc2,TFT8_Augment_SyndraSupport,7e4c9b2b-a047-4cd9-b3f9-9fc3a2e05bf9,41028,28,PetGloop,2,24,7,8,0,I-4ZhcsbokhQfyV9dvCrMDArxmu47tT_amKVrw_Y7N_mHX90a7oEBuh1xY6VcJPJYPq-EVrxPF6AbA,1368.5382080078125,27,Set8_Admin,1,0,0,3,Set8_Brawler,1,0,0,4,Set8_Defender,1,0,0,3,Set8_Duelist,1,0,0,4,Set8_Heart,4,2,2,3,Set8_Mascot,2,1,1,4,Set8_StarGuardian,3,1,1,4,Set8_Supers,3,3,1,1,,,,,,,,,,,,,,,,TFT8_Gangplank,,0,2,TFT8_Rell,TFT_Item_DragonsClaw,,1,3,TFT8_LeeSin,,1,3,TFT8_Malphite,,1,2,TFT8_Yuumi,TFT_Item_JeweledGauntlet,TFT_Item_SeraphsEmbrace,,1,3,TFT8_Soraka,,,,4,1,TFT8_Syndra,,,,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TFT_Item_Redemption,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TFT8_Augment_OxForceEmblem,TFT6_Augment_Battlemage2,TFT8_Augment_ViegoCarry,fde07006-a93c-45be-a426-34a3d1ca0aae,53015,15,PetCreepyCat,2,40,9,1,3,_fZqY6MajBp568P731ysC6pU6ScbAEna5OfaQtaRbDU_7ut1H2rAiZJcwbSuRykGtWdl95XR-WhfnA,2238.547607421875,167,Set8_Admin,2,1,1,3,Set8_Aegis,1,0,0,4,Set8_Arsenal,1,3,1,1,Set8_Channeler,2,1,1,4,Set8_Corrupted,1,3,1,1,Set8_Deadeye,1,0,0,2,Set8_Duelist,1,0,0,4,Set8_GenAE,1,0,0,2,Set8_Hacker,1,0,0,3,Set8_Mascot,1,0,0,4,Set8_OxForce,8,4,4,4,TFT8_Talon,,0,2,TFT8_Fiora,,,1,2,TFT8_Annie,,1,2,TFT8_Camille,,1,2,TFT8_Alistar,,,,2,2,TFT8_Leblanc,,,,2,2,TFT8_Viego,TFT_Item_HextechGunblade,TFT_Item_IonicSpark,,4,2,TFT8_Aphelios,TFT_Item_ThiefsGloves,TFT_Item_EmptyBag,TFT_Item_EmptyBag,,6,1,TFT8_Fiddlesticks,,6,2,Set8_Renegade,3,3,1,2,Set8_Threat,1,0,1,1,TFT_Item_RedBuff,TFT_Item_Redemption,TFT_Item_IonicSpark,,TFT_Item_BFSword,TFT8_Item_OxForceEmblemItem,,,,TFT_Item_TitansResolve,,,,,TFT8_Item_OxForceEmblemItem,TFT_Item_HextechGunblade,TFT_Item_IonicSpark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TFT8_Augment_LuxCarry,TFT6_Augment_LudensEcho1,TFT6_Augment_ComponentGrabBag,ab5fe4b1-f44e-488f-b04b-1e21b91cf68d,15005,5,PetSennaBunny,38,38,7,1,3,A-7DhN-b31KSJ09SxAzvdVd7jPS8PYjHkpR5DhQk8_Naot8GO-Jdna7UTabDq2JjjHTgowIx0g_g3g,2287.71435546875,174,Set8_Channeler,4,2,2,4,Set8_Defender,1,0,0,3,Set8_Duelist,1,0,0,4,Set8_GenAE,1,0,0,2,Set8_Heart,2,1,1,3,Set8_Mascot,1,0,0,4,Set8_OxForce,1,0,0,4,Set8_StarGuardian,5,2,2,4,Set8_UndergroundThe,1,0,0,4,,,,,,,,,,,TFT8_Lux,,0,3,TFT8_Annie,TFT_Item_ThiefsGloves,,1,3,TFT8_Rell,,1,3,TFT8_Yuumi,,1,3,TFT8_Nilah,TFT_Item_TitansResolve,TFT_Item_RedBuff,,2,3,TFT8_Sona,,,,2,2,TFT8_Taliyah,,,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,TFT_Item_SeraphsEmbrace,TFT_Item_Chalice,TFT_Item_ZekesHerald,TFT_Item_Chalice,TFT_Item_IonicSpark,,TFT_Item_JeweledGauntlet,TFT_Item_HextechGunblade,TFT_Item_RapidFireCannon,TFT_Item_ArchangelsStaff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
