augments_0,augments_1,augments_2,last_round,level,placement,puuid,time_eliminated,total_damage_to_players,traits_0_name,traits_0_num_units,traits_0_style,traits_0_tier_current,traits_0_tier_total,traits_1_name,traits_1_num_units,traits_1_style,traits_1_tier_current,traits_1_tier_total,traits_2_name,traits_2_num_units,traits_2_style,traits_2_tier_current,traits_2_tier_total,traits_3_name,traits_3_num_units,traits_3_style,traits_3_tier_current,traits_3_tier_total,traits_4_name,traits_4_num_units,traits_4_style,traits_4_tier_current,traits_4_tier_total,traits_5_name,traits_5_num_units,traits_5_style,traits_5_tier_current,traits_5_tier_total,traits_6_name,traits_6_num_units,traits_6_style,traits_6_tier_current,traits_6_tier_total,traits_7_name,traits_7_num_units,traits_7_style,traits_7_tier_current,traits_7_tier_total,traits_8_name,traits_8_num_units,traits_8_style,traits_8_tier_current,traits_8_tier_total,traits_9_name,traits_9_num_units,traits_9_style,traits_9_tier_current,traits_9_tier_total,traits_10_name,traits_10_num_units,traits_10_style,traits_10_tier_current,traits_10_tier_total,units_0_character_id,units_0_name,units_0_rarity,units_0_tier,units_1_character_id,units_1_itemNames_0,units_1_name,units_1_rarity,units_1_tier,units_2_character_id,units_2_name,units_2_rarity,units_2_tier,units_3_character_id,units_3_name,units_3_rarity,units_3_tier,units_4_character_id,units_4_itemNames_0,units_4_itemNames_1,units_4_name,units_4_rarity,units_4_tier,units_5_character_id,units_5_itemNames_0,units_5_itemNames_1,units_5_name,units_5_rarity,units_5_tier,units_6_character_id,units_6_itemNames_0,units_6_itemNames_1,units_6_name,units_6_rarity,units_6_tier,units_7_character_id,units_7_itemNames_0,units_7_itemNames_1,units_7_itemNames_2,units_7_name,units_7_rarity,units_7_tier,units_8_character_id,units_8_name,units_8_rarity,units_8_tier,traits_11_name,traits_11_num_units,traits_11_style,traits_11_tier_current,traits_11_tier_total,traits_12_name,traits_12_num_units,traits_12_style,traits_12_tier_current,traits_12_tier_total,units_2_itemNames_0,units_2_itemNames_1,units_2_itemNames_2,units_5_itemNames_2,units_0_itemNames_0,units_3_itemNames_0,units_3_itemNames_1,units_3_itemNames_2,units_4_itemNames_2,units_6_itemNames_2,units_0_itemNames_1,units_0_itemNames_2,units_1_itemNames_1,units_1_itemNames_2,units_8_itemNames_0,traits_13_name,traits_13_num_units,traits_13_style,traits_13_tier_current,traits_13_tier_total
TFT8_Augment_ADMINTrait,TFT6_Augment_Electrocharge2,TFT8_Augment_LeonaCarry,31,8,6,#NAME?,1823.135742,70,Set8_Admin,1,0,0,3,Set8_Aegis,3,2,2,4,Set8_Channeler,3,1,1,4,Set8_Civilian,1,1,1,3,Set8_ExoPrime,1,0,0,2,Set8_Forecaster,1,3,1,1,Set8_GenAE,3,1,1,2,Set8_Hacker,1,0,0,3,Set8_Mascot,2,1,1,4,Set8_OxForce,2,1,1,4,Set8_Prankster,2,1,1,2,TFT8_Annie,,1,2,TFT8_Alistar,,,2,2,TFT8_Zoe,,2,2,TFT8_Ekko,,4,2,TFT8_Taliyah,TFT_Item_JeweledGauntlet,TFT_Item_MadredsBloodrazor,,4,2,TFT8_Nunu,TFT8_Item_StarGuardianEmblemItem,TFT_Item_JeweledGauntlet,,6,1,TFT8_Janna,TFT_Item_NeedlesslyLargeRod,,,6,1,TFT8_Leona,,,,,6,1,,,,,Set8_Renegade,1,0,0,2,Set8_StarGuardian,3,1,1,4,,,,TFT8_Item_GiantSlayer_GenAE,TFT_Item_Redemption,,,,TFT_Item_SpearOfShojin,,TFT_Item_WarmogsArmor,,,,,,,,,
TFT8_Augment_AnimaSquadTrait,TFT6_Augment_SecondWind2,TFT8_Augment_NunuSupport,34,8,5,rvHpyyh_6rEoBWARHj579Mzl5k33HWGELbjiA0-DCgNsze5ZmJT1olLf01p4m1DLRdDp-70q2YkaSw,2014.042969,95,Set8_Ace,1,1,1,2,Set8_Aegis,1,0,0,4,Set8_AnimaSquad,6,3,2,3,Set8_Brawler,1,0,0,4,Set8_Defender,2,1,1,3,Set8_GenAE,3,1,1,2,Set8_Hacker,1,0,0,3,Set8_Mascot,2,1,1,4,Set8_Prankster,3,3,2,2,Set8_StarGuardian,1,0,0,4,,,,,,TFT8_Poppy,,0,1,TFT8_Nasus,,,0,1,TFT8_Jinx,,1,1,TFT8_Riven,,2,2,TFT8_Zoe,,,,2,2,TFT8_MissFortune,TFT_Item_MadredsBloodrazor,TFT_Item_StatikkShiv,,4,2,TFT8_Ekko,,,,4,2,TFT8_Nunu,TFT8_Item_AnimaSquadEmblemItem,TFT8_Item_GiantSlayer_GenAE,TFT_Item_WarmogsArmor,,6,2,,,,,,,,,,,,,,,TFT_Item_Zephyr,,,TFT_Item_HextechGunblade,,TFT_Item_RedBuff,TFT_Item_DragonsClaw,TFT_Item_WarmogsArmor,,,,,,,,,,,,
TFT8_Augment_OxForceTrait,TFT6_Augment_CelestialBlessing2,TFT8_Augment_ApheliosCarry,31,8,7,ZJseP_XFL4xbOPbNq6SzMwLLWJxbNNOVURiGXwHXXJJ4i44Y8L2QKutRdwZ-9ZHilzJs_nYwohY-gA,1820.097534,68,Set8_Ace,1,1,1,2,Set8_Arsenal,1,3,1,1,Set8_Brawler,2,1,1,4,Set8_Corrupted,1,3,1,1,Set8_Deadeye,2,1,1,2,Set8_OxForce,2,1,1,4,Set8_SpaceCorps,4,1,1,4,Set8_Threat,2,0,1,1,,,,,,,,,,,,,,,,TFT8_Renekton,,0,2,TFT8_Senna,,,2,2,TFT8_Sejuani,,4,2,TFT8_Urgot,,6,1,TFT8_Urgot,,,,6,1,TFT8_Aphelios,TFT_Item_MadredsBloodrazor,TFT_Item_Bloodthirster,,6,2,TFT8_Mordekaiser,,,,6,1,TFT8_Fiddlesticks,TFT_Item_StatikkShiv,,,,6,1,,,,,,,,,,,,,,,TFT_Item_RedBuff,,,TFT_Item_PowerGauntlet,,TFT_Item_HextechGunblade,TFT_Item_StatikkShiv,TFT_Item_RapidFireCannon,,,,,,,,,,,,
TFT6_Augment_PandorasItems,TFT8_Augment_AceEmblem,TFT8_Augment_MordekaiserCarry,37,9,3,V8mC25jfh9dHFH1zGIUdfxMYvzFQrt4ZCQflKrfDVcbKOxPR0njn0OmhAOSrNNnAEI1zHKQ9U74WQg,2163.868652,109,Set8_Ace,4,3,2,2,Set8_Aegis,1,0,0,4,Set8_Arsenal,1,3,1,1,Set8_Corrupted,1,3,1,1,Set8_Deadeye,2,1,1,2,Set8_Defender,2,1,1,3,Set8_ExoPrime,3,1,1,2,Set8_GenAE,1,0,0,2,Set8_Mascot,3,1,1,4,Set8_OxForce,2,1,1,4,Set8_SpaceCorps,1,0,0,4,TFT8_WuKong,,0,2,TFT8_Draven,,,1,2,TFT8_Alistar,,2,2,TFT8_Samira,,4,2,TFT8_Sett,TFT_Item_GargoyleStoneplate,TFT8_Item_MascotEmblemItem,,4,2,TFT8_Nunu,,,,6,1,TFT8_Aphelios,TFT_Item_GuinsoosRageblade,,,6,1,TFT8_Mordekaiser,TFT_Item_TitansResolve,,,,6,2,TFT8_Fiddlesticks,,6,2,Set8_Threat,1,0,1,1,Set8_UndergroundThe,1,0,0,4,TFT_Item_RedBuff,,,,,TFT_Item_InfinityEdge,TFT_Item_LastWhisper,TFT_Item_PowerGauntlet,,,,,,,TFT_Item_JeweledGauntlet,,,,,
TFT6_Augment_Electrocharge1,TFT6_Augment_SecondWind2,TFT8_Augment_ApheliosSupport,35,9,4,f21c73uk3YgV2NehLR14lhSq1H2fA4Id1DnkM5FaMBoZckdgaiHQf8tyDliHK-56DVr4jQDX8tCdMw,2075.885254,122,Set8_Ace,1,1,1,2,Set8_Aegis,3,2,2,4,Set8_Arsenal,1,3,1,1,Set8_Brawler,1,0,0,4,Set8_Civilian,1,1,1,3,Set8_Corrupted,1,3,1,1,Set8_Deadeye,4,3,2,2,Set8_ExoPrime,1,0,0,2,Set8_Mascot,2,1,1,4,Set8_OxForce,2,1,1,4,Set8_Prankster,1,0,0,2,TFT8_Sivir,,1,1,TFT8_Alistar,,,2,2,TFT8_Senna,,2,1,TFT8_Ekko,,4,1,TFT8_Samira,TFT_Item_GuinsoosRageblade,TFT_Item_RunaansHurricane,,4,2,TFT8_Sejuani,,,,4,2,TFT8_Aphelios,TFT_Item_LastWhisper,TFT_Item_Deathblade,,6,2,TFT8_Leona,,,,,6,1,TFT8_Fiddlesticks,,6,1,Set8_Renegade,1,0,0,2,Set8_SpaceCorps,2,0,0,4,,,,,,TFT8_Item_MascotEmblemItem,TFT_Item_RedBuff,,TFT_Item_StatikkShiv,TFT_Item_HextechGunblade,,,,,TFT_Item_RabadonsDeathcap,Set8_StarGuardian,1,0,0,4
TFT8_Augment_ChannelerTrait,TFT6_Augment_PortableForge,TFT8_Augment_JannaCarry,28,7,8,dI8bTe6uK1fEb8aT5sa3ULBfHZEtLlfGBIJRqzp2T-WocYOO0bD-JpNrXQNQCssN_pHD5QgxPa8vHA,1648.04541,52,Set8_Admin,1,0,0,3,Set8_Aegis,1,0,0,4,Set8_Channeler,6,3,3,4,Set8_Civilian,1,1,1,3,Set8_Corrupted,1,3,1,1,Set8_Forecaster,1,3,1,1,Set8_GenAE,1,0,0,2,Set8_Hacker,1,0,0,3,Set8_Heart,1,0,0,3,Set8_Mascot,1,0,0,4,Set8_OxForce,2,1,1,4,TFT8_Annie,,1,2,TFT8_Sona,,,2,2,TFT8_Alistar,,2,2,TFT8_Leblanc,,2,2,TFT8_Taliyah,,,,4,1,TFT8_Janna,TFT_Item_HextechGunblade,TFT_Item_SpearOfShojin,,6,1,TFT8_Fiddlesticks,TFT_Item_IonicSpark,TFT_Item_RedBuff,,6,1,,,,,,,,,,,,Set8_StarGuardian,1,0,0,4,Set8_Threat,1,0,1,1,,,,TFT_Item_JeweledGauntlet,TFT4_Item_OrnnEternalWinter,,,,,,TFT_Item_BrambleVest,TFT_Item_DragonsClaw,,,,Set8_UndergroundThe,1,0,0,4
TFT6_Augment_Electrocharge3,TFT6_Augment_ComponentGrabBag,TFT8_Augment_MissFortuneCarry,28,8,7,EHM6JwDWaNQeW6x0xiWz4xbC4QMrjubNZLQGtoz1wmpgGL6bMU_9r9q-lRv2iFswh1SAs_1vUcBavw,1646.333496,54,Set8_Ace,1,1,1,2,Set8_Aegis,3,2,2,4,Set8_AnimaSquad,3,1,1,3,Set8_Brawler,2,1,1,4,Set8_Corrupted,1,3,1,1,Set8_Mascot,1,0,0,4,Set8_OxForce,1,0,0,4,Set8_Prankster,2,1,1,2,Set8_SpaceCorps,1,0,0,4,Set8_StarGuardian,1,0,0,4,Set8_Threat,2,0,1,1,TFT8_Jinx,,1,2,TFT8_Vi,,,1,2,TFT8_Alistar,,2,1,TFT8_MissFortune,,4,2,TFT8_Ekko,TFT_Item_BrambleVest,TFT8_Item_AnimaSquadEmblemItem,,4,1,TFT8_Sejuani,,,,4,2,TFT8_Urgot,TFT_Item_LastWhisper,TFT_Item_StatikkShiv,,6,1,TFT8_Fiddlesticks,,,,,6,1,,,,,Set8_UndergroundThe,1,0,0,4,,,,,,,,,,,TFT_Item_SpearOfShojin,TFT_Item_RabadonsDeathcap,TFT_Item_MadredsBloodrazor,,,,,,,,,,,,
TFT7_Augment_LivingForge,TFT6_Augment_TomeOfTraits1,TFT8_Augment_MissFortuneSupport,30,8,5,W5Bs3s_k90_rIyImY54iG8ZoCOWVM_N7bGaK2EZo_Ri1LQrx7Zv3cd8irCLh3E2H0yfblT_YoWCaPg,1742.199707,56,Set8_Ace,4,3,2,2,Set8_Aegis,1,0,0,4,Set8_AnimaSquad,5,3,2,3,Set8_Brawler,1,0,0,4,Set8_Deadeye,1,0,0,2,Set8_Defender,1,0,0,3,Set8_ExoPrime,1,0,0,2,Set8_GenAE,1,0,0,2,Set8_Mascot,1,0,0,4,Set8_Prankster,2,1,1,2,Set8_StarGuardian,1,0,0,4,TFT8_Jinx,,1,2,TFT8_Draven,,,1,1,TFT8_Riven,,2,2,TFT8_MissFortune,,4,2,TFT8_Ekko,TFT8_Item_AnimaSquadEmblemItem,TFT_Item_WarmogsArmor,,4,2,TFT8_Samira,TFT4_Item_OrnnObsidianCleaver,,,4,2,TFT8_Zac,,,,4,2,TFT8_Nunu,TFT4_Item_OrnnRanduinsSanctum,TFT8_Item_AnimaSquadEmblemItem,,,6,1,,,,,Set8_Threat,1,0,1,1,Set8_UndergroundThe,1,0,0,4,TFT8_Item_AceEmblemItem,,,,,TFT_Item_MadredsBloodrazor,TFT_Item_SpearOfShojin,TFT_Item_Quicksilver,TFT_Item_RedBuff,,,,,,,,,,,
TFT6_Augment_Electrocharge3,TFT6_Augment_SunfireBoard,TFT8_Augment_SamiraSupport,30,8,6,S2BnuemlPrSSHg1Yw8gr2pXxtwigtTlaJh3V5zykfh8dTJdOjdhFjYYT8RiwDbwxICerG8XNdKtA6A,1741.751587,68,Set8_Ace,1,1,1,2,Set8_Aegis,3,2,2,4,Set8_Arsenal,1,3,1,1,Set8_Brawler,2,1,1,4,Set8_Deadeye,2,1,1,2,Set8_Mascot,1,0,0,4,Set8_OxForce,4,2,2,4,Set8_Prankster,1,0,0,2,Set8_Renegade,1,0,0,2,Set8_SpaceCorps,1,0,0,4,Set8_StarGuardian,1,0,0,4,TFT8_Vi,,1,2,TFT8_Alistar,,,2,2,TFT8_Ekko,,4,1,TFT8_Viego,,4,2,TFT8_Samira,,,,4,1,TFT8_Sejuani,TFT_Item_BrambleVest,,,4,1,TFT8_Sejuani,,,,4,1,TFT8_Aphelios,TFT_Item_HextechGunblade,TFT_Item_PowerGauntlet,TFT_Item_GuinsoosRageblade,,6,1,,,,,Set8_UndergroundThe,2,0,0,4,,,,,,TFT_Item_WarmogsArmor,TFT8_Item_OxForceEmblemItem,TFT_Item_DragonsClaw,,,TFT_Item_JeweledGauntlet,,,,,,,,,,,,,,
TFT6_Augment_MaxLevel10,TFT6_Augment_RichGetRicherPlus,TFT8_Augment_SamiraCarry,35,9,2,PSwYg4JrDEjhhSVIXeXnFIWGSsiCQowqJin2kGIXP4MBizsRZmzbiUFwi75xyvHW61ZKWlJqco7eWA,2045.572876,125,Set8_Ace,1,1,1,2,Set8_Arsenal,1,3,1,1,Set8_Brawler,2,1,1,4,Set8_Corrupted,1,3,1,1,Set8_Deadeye,2,1,1,2,Set8_Defender,2,1,1,3,Set8_ExoPrime,3,1,1,2,Set8_OxForce,1,0,0,4,Set8_SpaceCorps,1,0,0,4,Set8_Threat,2,0,1,1,Set8_UndergroundThe,1,0,0,4,TFT8_WuKong,,0,2,TFT8_Jax,,,2,2,TFT8_Samira,,4,2,TFT8_Sett,,4,2,TFT8_Sejuani,,,,4,2,TFT8_Urgot,,,,6,2,TFT8_Urgot,,,,6,1,TFT8_Aphelios,,,,,6,1,TFT8_Fiddlesticks,,6,1,,,,,,,,,,,TFT_Item_LastWhisper,TFT_Item_MadredsBloodrazor,TFT_Item_HextechGunblade,,,TFT_Item_Redemption,TFT_Item_WarmogsArmor,TFT_Item_Bloodthirster,,,,,,,TFT_Item_IonicSpark,,,,,
TFT7_Augment_SacrificialPact,TFT7_Augment_Preparation2,TFT8_Augment_KaisaStarCrossed,31,7,4,dI8bTe6uK1fEb8aT5sa3ULBfHZEtLlfGBIJRqzp2T-WocYOO0bD-JpNrXQNQCssN_pHD5QgxPa8vHA,1798.936646,130,Set8_AnimaSquad,1,0,0,3,Set8_Corrupted,1,3,1,1,Set8_Duelist,2,1,1,4,Set8_Recon,4,3,3,3,Set8_SpaceCorps,1,0,0,4,Set8_StarGuardian,2,0,0,4,Set8_Threat,2,0,1,1,Set8_UndergroundThe,1,0,0,4,,,,,,,,,,,,,,,,TFT8_Ashe,,0,2,TFT8_Ezreal,,,1,2,TFT8_Vayne,,2,2,TFT8_Nilah,,2,3,TFT8_Chogath,,,,2,3,TFT8_Kaisa,TFT_Item_HextechGunblade,TFT_Item_StatikkShiv,,2,3,TFT8_Fiddlesticks,TFT_Item_Morellonomicon,,,6,1,,,,,,,,,,,,,,,,,,,,,,TFT_Item_RunaansHurricane,TFT_Item_MadredsBloodrazor,,TFT_Item_Quicksilver,,TFT_Item_Redemption,TFT_Item_RedBuff,,,,,,,,,,,,,
TFT8_Augment_DeadeyeEmblem2,TFT6_Augment_CyberneticImplants2,TFT8_Augment_SamiraSupport,35,9,1,0TEot0jviEFSD5zvyZC0221IouJp0oP-1A5MVc1-W5N6CFp3CvabYnzWlukDEB4c4nX9GTmmTi10_g,2045.572876,154,Set8_Ace,1,1,1,2,Set8_Aegis,3,2,2,4,Set8_Arsenal,1,3,1,1,Set8_Civilian,1,1,1,3,Set8_Corrupted,1,3,1,1,Set8_Deadeye,4,3,2,2,Set8_ExoPrime,1,0,0,2,Set8_Mascot,1,0,0,4,Set8_OxForce,2,1,1,4,Set8_Prankster,1,0,0,2,Set8_Renegade,1,0,0,2,TFT8_Sivir,,1,1,TFT8_Alistar,TFT_Item_ThiefsGloves,,2,2,TFT8_Ekko,,4,2,TFT8_Samira,,4,2,TFT8_Zac,,,,4,2,TFT8_Urgot,TFT8_Item_DeadeyeEmblemItem,,,6,1,TFT8_Aphelios,TFT_Item_ThiefsGloves,TFT_Item_ArchangelsStaff,,6,2,TFT8_Leona,TFT_Item_ArchangelsStaff,TFT_Item_FrozenHeart,,,6,1,TFT8_Fiddlesticks,,6,1,Set8_StarGuardian,1,0,0,4,Set8_Threat,3,0,1,1,TFT_Item_TitanicHydra,,,,,TFT_Item_InfinityEdge,TFT_Item_LastWhisper,TFT_Item_HextechGunblade,,TFT_Item_Morellonomicon,,,TFT_Item_GuardianAngel,TFT_Item_Deathblade,TFT_Item_IonicSpark,Set8_UndergroundThe,1,0,0,4
TFT6_Augment_WoodlandCharm,TFT6_Augment_CelestialBlessing2,TFT8_Augment_AurelionSolImpact,24,7,8,rG7mXv24h06-CRvMKIjDIb_OSBDyvhnstc6s0yWtflR8GcrK9JIJQUdGzXR2EoAJBwfla98YBO5aSw,1347.318481,37,Set8_Admin,2,1,1,3,Set8_Aegis,2,1,1,4,Set8_Brawler,1,0,0,4,Set8_Channeler,2,1,1,4,Set8_Hacker,1,0,0,3,Set8_Heart,2,1,1,3,Set8_Mascot,1,0,0,4,Set8_OxForce,1,0,0,4,Set8_Threat,2,0,1,1,Set8_UndergroundThe,2,0,0,4,,,,,,TFT8_Vi,,1,2,TFT8_Sona,TFT_Item_SeraphsEmbrace,,2,2,TFT8_Alistar,,2,2,TFT8_Leblanc,,2,2,TFT8_AurelionSol,,,,4,1,TFT8_Zac,TFT_Item_WarmogsArmor,,,4,2,TFT8_Soraka,TFT_Item_SeraphsEmbrace,TFT_Item_UnstableConcoction,,4,1,TFT8_Zac,,,,,4,2,,,,,,,,,,,,,,,,,,,TFT_Item_NegatronCloak,,,,,,,,,,,,,,,
TFT7_Augment_UrfsGrabBag2,TFT8_Augment_HeartEmblem,TFT8_Augment_ZoeDoubleTrouble,34,8,3,LIAbmqNG1vlbDvMCI45iXhPwqeaumnMVEr-fpI8pHbM1kZFVmBVRDz3wt9BbQ2LS977gYib7Fqv2Wg,1988.98584,100,Set8_Admin,1,0,0,3,Set8_Aegis,1,0,0,4,Set8_Brawler,1,0,0,4,Set8_Channeler,4,2,2,4,Set8_GenAE,3,1,1,2,Set8_Hacker,2,1,1,3,Set8_Heart,4,2,2,3,Set8_OxForce,1,0,0,4,Set8_Prankster,2,1,1,2,Set8_StarGuardian,2,0,0,4,Set8_Supers,1,0,0,1,TFT8_Lulu,,0,1,TFT8_Annie,TFT_Item_WarmogsArmor,,1,2,TFT8_LeeSin,,1,2,TFT8_Sona,,2,2,TFT8_Zoe,TFT8_Item_HeartEmblemItem,TFT_Item_SeraphsEmbrace,,2,2,TFT8_Zoe,,,,2,2,TFT8_Leblanc,,,,2,2,TFT8_Ekko,TFT_Item_IonicSpark,TFT_Item_FrozenHeart,TFT8_Item_TitansResolve_GenAE,,4,2,TFT8_Taliyah,,4,2,Set8_UndergroundThe,1,0,0,4,,,,,,,,,,,,,,TFT_Item_HextechGunblade,,,,TFT_Item_LocketOfTheIronSolari,,TFT_Item_InfinityEdge,,,,,
TFT7_Augment_TomeOfTraits2,TFT8_Augment_ViSupport,TFT6_Augment_CelestialBlessing2,33,8,4,HeOG6kJBXuFFfgbUwCyU4T70byfMjV2yv1Bm04RBxmnzUcGLzw2NN0eut6c0cO_7xgAaShZqZTiaGQ,1939.233276,90,Set8_Aegis,3,2,2,4,Set8_Arsenal,1,3,1,1,Set8_Brawler,2,1,1,4,Set8_Civilian,1,1,1,3,Set8_Corrupted,1,3,1,1,Set8_Deadeye,4,3,2,2,Set8_Mascot,1,0,0,4,Set8_OxForce,2,1,1,4,Set8_SpaceCorps,2,0,0,4,Set8_Threat,2,0,1,1,Set8_UndergroundThe,1,0,0,4,TFT8_Sivir,,1,2,TFT8_Vi,TFT_Item_DragonsClaw,,1,3,TFT8_Alistar,,2,2,TFT8_Senna,,2,2,TFT8_BelVeth,TFT_Item_HextechGunblade,TFT8_Item_DeadeyeEmblemItem,,4,2,TFT8_Sejuani,TFT8_Item_AegisEmblemItem,TFT_Item_Shroud,,4,2,TFT8_Aphelios,TFT_Item_InfinityEdge,TFT_Item_HextechGunblade,,6,1,TFT8_Fiddlesticks,TFT_Item_ArchangelsStaff,,,,6,1,,,,,,,,,,,,,,,,,,,,,,,TFT_Item_LastWhisper,,,,TFT_Item_Redemption,,,,,,,
TFT8_Augment_HeartEmblem2,TFT8_Augment_AnnieCarry,TFT6_Augment_CelestialBlessing2,27,8,8,#NAME?,1601.988892,46,Set8_Aegis,2,1,1,4,Set8_Brawler,1,0,0,4,Set8_Channeler,2,1,1,4,Set8_Defender,1,0,0,3,Set8_GenAE,3,1,1,2,Set8_Hacker,1,0,0,3,Set8_Heart,4,2,2,3,Set8_Mascot,1,0,0,4,Set8_OxForce,2,1,1,4,Set8_Prankster,2,1,1,2,Set8_StarGuardian,3,1,1,4,TFT8_Poppy,,0,2,TFT8_Annie,TFT_Item_IonicSpark,,1,2,TFT8_LeeSin,,1,2,TFT8_Alistar,,2,2,TFT8_Zoe,TFT_Item_Morellonomicon,TFT8_Item_HeartEmblemItem,,2,2,TFT8_Ekko,TFT8_Item_HeartEmblemItem,,,4,1,TFT8_Taliyah,TFT_Item_SpearOfShojin,,,4,1,TFT8_Syndra,TFT_Item_SpearOfShojin,,,,6,1,,,,,Set8_Supers,1,0,0,1,,,,,,,,,,,,,,TFT_Item_PowerGauntlet,,,,TFT8_Item_HandOfJustice_GenAE,TFT_Item_RedBuff,,,,,,
TFT6_Augment_RadiantRelics,TFT8_Augment_AnnieSupport,TFT6_Augment_TargetDummies,31,7,6,LIAbmqNG1vlbDvMCI45iXhPwqeaumnMVEr-fpI8pHbM1kZFVmBVRDz3wt9BbQ2LS977gYib7Fqv2Wg,1826.346802,67,Set8_Admin,1,0,0,3,Set8_Aegis,2,1,1,4,Set8_Channeler,4,2,2,4,Set8_GenAE,1,0,0,2,Set8_Hacker,1,0,0,3,Set8_Heart,2,1,1,3,Set8_Mascot,2,1,1,4,Set8_OxForce,2,1,1,4,Set8_Prankster,1,0,0,2,Set8_StarGuardian,3,1,1,4,Set8_UndergroundThe,1,0,0,4,TFT8_Annie,,1,2,TFT8_Yuumi,,,1,2,TFT8_Sona,,2,2,TFT8_Alistar,,2,2,TFT8_Leblanc,TFT_Item_Zephyr,,,2,2,TFT8_Ekko,,,,4,1,TFT8_Taliyah,TFT_Item_SpearOfShojin,TFT_Item_GuinsoosRageblade,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,TFT_Item_IonicSpark,TFT_Item_GargoyleStoneplate,,,,TFT_Item_JeweledGauntlet,TFT5_Item_ShroudOfStillnessRadiant,TFT_Item_RedBuff,,,,,,,,
TFT8_Augment_ReconEmblem2,TFT8_Augment_EzrealSupport,TFT7_Augment_ScopedWeapons1,38,8,2,c3Bz8GxFSK317J7pC_7vDJv2sfqhUEGsPKdZ8OiQlTF2sxkO6A2vXnj3z2O_W6jMoK_gRJqtxn_9MA,2213.145752,159,Set8_AnimaSquad,1,0,0,3,Set8_Duelist,1,0,0,4,Set8_Recon,4,3,3,3,Set8_StarGuardian,1,0,0,4,Set8_Threat,4,0,1,1,Set8_UndergroundThe,1,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,TFT8_Ezreal,,1,2,TFT8_Vayne,TFT_Item_LastWhisper,,2,3,TFT8_Chogath,,2,2,TFT8_Rammus,,2,3,TFT8_Kaisa,TFT_Item_StatikkShiv,TFT_Item_UnstableConcoction,,2,3,TFT8_BelVeth,TFT_Item_HextechGunblade,TFT8_Item_ReconEmblemItem,,4,2,TFT8_Urgot,,,,6,1,TFT8_Urgot,,,,,6,1,,,,,,,,,,,,,,,TFT_Item_DragonsClaw,TFT_Item_Redemption,TFT_Item_Redemption,TFT_Item_MadredsBloodrazor,,TFT_Item_RedBuff,TFT_Item_Morellonomicon,,TFT_Item_MadredsBloodrazor,,,,TFT_Item_GuardianAngel,TFT_Item_GuinsoosRageblade,,,,,,
TFT8_Augment_HeartEmblem2,TFT8_Augment_AnnieSupport,TFT8_Augment_ChannelerEmblem,38,9,1,9QpE7anTJvtbPilRpOVN_jGv_OHowpb6hveiuddWnfARWzoOvcF-Z3I3GNZxIM7UOwPJHDlqIv6oog,2213.741943,207,Set8_Admin,1,0,0,3,Set8_Aegis,2,1,1,4,Set8_Channeler,2,1,1,4,Set8_GenAE,3,1,1,2,Set8_Hacker,1,0,0,3,Set8_Heart,4,2,2,3,Set8_Mascot,2,1,1,4,Set8_OxForce,2,1,1,4,Set8_Prankster,2,1,1,2,Set8_StarGuardian,2,0,0,4,Set8_Threat,1,0,1,1,TFT8_Annie,,1,2,TFT8_Alistar,TFT_Item_ThiefsGloves,,2,2,TFT8_Zoe,,2,2,TFT8_Ekko,,4,2,TFT8_Soraka,TFT_Item_JeweledGauntlet,TFT_Item_SeraphsEmbrace,,4,2,TFT8_Nunu,TFT_Item_Bloodthirster,TFT_Item_TitansResolve,,6,2,TFT8_Nunu,TFT_Item_BrambleVest,TFT8_Item_Shroud_GenAE,,6,2,TFT8_Urgot,TFT_Item_RunaansHurricane,TFT_Item_GuardianAngel,TFT_Item_Deathblade,,6,2,TFT8_Syndra,,6,2,,,,,,,,,,,TFT_Item_SeraphsEmbrace,TFT8_Item_ChannelerEmblemItem,TFT8_Item_HeartEmblemItem,TFT_Item_DragonsClaw,TFT_Item_RedBuff,,,,TFT_Item_PowerGauntlet,,,,TFT_Item_SeraphsEmbrace,TFT_Item_RabadonsDeathcap,,,,,,
